CustomerID,Recency,Frequency,Monetary,AvgOrderValue,LogRecency,LogFrequency,LogMonetary,LogAvgOrderValue,Cluster,Segment,PC1,PC2
12346,326,1,77183.6,77183.6,5.7899601708972535,0.6931471805599453,11.253955234248428,11.253955234248428,1,High-Value Active Customers,0.8733,2.6916
12347,2,7,4310.0,615.71,1.0986122886681096,2.0794415416798357,8.368925174747135,6.424398897205691,1,High-Value Active Customers,2.5519,-0.8029
12348,75,4,1797.24,449.31,4.330733340286331,1.6094379124341003,7.494563687769957,6.109936234478222,1,High-Value Active Customers,0.4773,0.7479
12349,19,1,1757.55,1757.55,2.995732273553991,0.6931471805599453,7.472244884833674,7.472244884833674,0,Low-Engagement / Lapsed Spenders,0.1476,-0.4571
12350,310,1,334.4,334.4,5.739792912179234,0.6931471805599453,5.815323849389109,5.815323849389109,0,Low-Engagement / Lapsed Spenders,-1.6863,0.679
12352,36,8,2506.04,313.26,3.6109179126442243,2.1972245773362196,7.826858053356098,5.750220668761986,1,High-Value Active Customers,1.4417,0.6374
12353,204,1,89.0,89.0,5.3230099791384085,0.6931471805599453,4.499809670330265,4.499809670330265,0,Low-Engagement / Lapsed Spenders,-2.1508,-0.0643
12354,232,1,1079.4,1079.4,5.4510384535657,0.6931471805599453,6.985086621918461,6.985086621918461,0,Low-Engagement / Lapsed Spenders,-1.0213,0.922
12355,214,1,459.4,459.4,5.3706380281276624,0.6931471805599453,6.132095676847728,6.132095676847728,0,Low-Engagement / Lapsed Spenders,-1.395,0.5604
12356,23,3,2811.43,937.14,3.1780538303479458,1.3862943611198906,7.941804157314053,6.843899191600338,1,High-Value Active Customers,0.9278,0.0947
12357,33,1,6207.67,6207.67,3.5263605246161616,0.6931471805599453,8.733701981297274,8.733701981297274,1,High-Value Active Customers,0.543,0.3387
12358,2,2,1168.06,584.03,1.0986122886681096,1.0986122886681096,7.063955286074528,6.371663127968259,1,High-Value Active Customers,1.0456,-1.6533
12359,58,4,6310.03,1577.51,4.07753744390572,1.6094379124341003,8.750054175177759,7.364236643106266,1,High-Value Active Customers,1.1694,1.0446
12360,52,3,2662.06,887.35,3.970291913552122,1.3862943611198906,7.887231116540211,6.789365809481915,1,High-Value Active Customers,0.5993,0.577
12361,287,1,189.9,189.9,5.662960480135946,0.6931471805599453,5.251749730731702,5.251749730731702,0,Low-Engagement / Lapsed Spenders,-1.9241,0.4251
12362,3,10,5226.23,522.62,1.3862943611198906,2.3978952727983707,8.56163678004062,6.260766230403275,1,High-Value Active Customers,2.8215,-0.4285
12363,110,2,552.0,276.0,4.709530201312334,1.0986122886681096,6.315358001522335,5.6240175061873385,0,Low-Engagement / Lapsed Spenders,-0.6887,0.3631
12364,8,4,1313.1,328.28,2.1972245773362196,1.6094379124341003,7.180907299649593,5.796908452645685,1,High-Value Active Customers,1.1436,-0.7189
12365,291,2,641.38,320.69,5.676753802268282,1.0986122886681096,6.465180028897591,5.773588348900164,0,Low-Engagement / Lapsed Spenders,-0.9872,1.0309
12367,4,1,168.9,168.9,1.6094379124341003,0.6931471805599453,5.135210028677887,5.135210028677887,0,Low-Engagement / Lapsed Spenders,-0.4309,-2.187
12370,51,4,3541.94,885.48,3.9512437185814275,1.6094379124341003,8.172712169921061,6.78725856462807,1,High-Value Active Customers,0.9439,0.7543
12371,45,2,1887.96,943.98,3.828641396489095,1.0986122886681096,7.543781692052325,6.851163763248618,0,Low-Engagement / Lapsed Spenders,0.2302,0.2521
12372,72,3,1298.04,432.68,4.290459441148391,1.3862943611198906,7.169380809114136,6.072306934952083,0,Low-Engagement / Lapsed Spenders,0.1366,0.5185
12373,311,1,364.6,364.6,5.7430031878094825,0.6931471805599453,5.901539839579995,5.901539839579995,0,Low-Engagement / Lapsed Spenders,-1.6466,0.7125
12374,25,1,742.9300000000001,742.93,3.258096538021482,0.6931471805599453,6.6119469443852195,6.6119469443852195,0,Low-Engagement / Lapsed Spenders,-0.3605,-0.6041
12375,11,2,457.5,228.75,2.4849066497880004,1.0986122886681096,6.127960291696519,5.436991761235796,0,Low-Engagement / Lapsed Spenders,0.0722,-1.1154
12377,315,2,1628.12,814.06,5.755742213586912,1.0986122886681096,7.395795270713971,6.703261730162972,0,Low-Engagement / Lapsed Spenders,-0.5761,1.4199
12378,130,1,4008.62,4008.62,4.875197323201151,0.6931471805599453,8.29645175271804,8.29645175271804,0,Low-Engagement / Lapsed Spenders,-0.1795,1.0346
12379,82,2,852.24,426.12,4.418840607796598,1.0986122886681096,6.749040867823617,6.057065004191931,0,Low-Engagement / Lapsed Spenders,-0.372,0.3368
12380,22,4,2724.81,681.2,3.1354942159291497,1.6094379124341003,7.910520910634419,6.525322869984546,1,High-Value Active Customers,1.1311,0.1417
12381,5,5,1845.31,369.06,1.791759469228055,1.791759469228055,7.520944331624911,5.91366515465357,1,High-Value Active Customers,1.6247,-0.7823
12383,185,5,1850.56,370.11,5.225746673713202,1.791759469228055,7.523783805985769,5.916498514618069,1,High-Value Active Customers,0.3143,1.3956
12384,29,2,585.27,292.64,3.4011973816621555,1.0986122886681096,6.373780434317173,5.68235452724258,0,Low-Engagement / Lapsed Spenders,-0.1612,-0.445
12386,338,2,401.9,200.95,5.82600010738045,1.0986122886681096,5.998688392197302,5.308020142009422,0,Low-Engagement / Lapsed Spenders,-1.2654,0.9556
12388,16,6,2780.66,463.44,2.833213344056216,1.9459101490553132,7.930803150780257,6.140832378758805,1,High-Value Active Customers,1.5607,0.0861
